EPA Facility ID,Has Accident,Accident Count,Accident Details
1E+11,Yes,1,"[{'Date of Accident': 'April 2016', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2014', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2023', 'NAICS Code of Process Involved': '11115'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2017', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2018', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,2,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '21113'}, {'Date of Accident': 'August 2017', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 1997', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '31161'}, {'Date of Accident': 'September 2018', 'NAICS Code of Process Involved': '311611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2001', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '31152'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2022', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2011', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2007', 'NAICS Code of Process Involved': '49313'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2009', 'NAICS Code of Process Involved': '42451'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2024', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2018', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 1995', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2001', 'NAICS Code of Process Involved': '311812'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 1998', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,2,"[{'Date of Accident': 'December 2016', 'NAICS Code of Process Involved': '311111'}, {'Date of Accident': 'July 2016', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,2,"[{'Date of Accident': 'December 2011', 'NAICS Code of Process Involved': '311211'}, {'Date of Accident': 'March 2011', 'NAICS Code of Process Involved': '311211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '325193'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '311615'}, {'Date of Accident': 'October 2019', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2000', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2014', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 1996', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'June 1994', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 1996', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2005', 'NAICS Code of Process Involved': '32551'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 1995', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '33141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2013', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2003', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,11,"[{'Date of Accident': 'August 1997', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'July 1997', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'March 1997', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'February 1997', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'November 1996', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'October 1996', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'May 1995', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'May 1995', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'October 1994', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'May 1994', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'April 1994', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2013', 'NAICS Code of Process Involved': '221112'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2014', 'NAICS Code of Process Involved': '31192'}, {'Date of Accident': 'August 2011', 'NAICS Code of Process Involved': '31192'}]"
1E+11,Yes,2,"[{'Date of Accident': 'August 2021', 'NAICS Code of Process Involved': '331314'}, {'Date of Accident': 'January 2021', 'NAICS Code of Process Involved': '331314'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2022', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2022', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2002', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2000', 'NAICS Code of Process Involved': '31151'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2019', 'NAICS Code of Process Involved': '31199'}]"
1E+11,Yes,4,"[{'Date of Accident': 'June 2019', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'April 2018', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'April 2018', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'January 2017', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2011', 'NAICS Code of Process Involved': '32512'}, {'Date of Accident': 'July 2009', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,4,"[{'Date of Accident': 'August 2021', 'NAICS Code of Process Involved': '42469'}, {'Date of Accident': 'January 2019', 'NAICS Code of Process Involved': '42469'}, {'Date of Accident': 'August 2017', 'NAICS Code of Process Involved': '42469'}, {'Date of Accident': 'August 2016', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2008', 'NAICS Code of Process Involved': '325193'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2022', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2019', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2008', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2015', 'NAICS Code of Process Involved': '333611'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2003', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,2,"[{'Date of Accident': 'December 2021', 'NAICS Code of Process Involved': '221112'}, {'Date of Accident': 'December 2021', 'NAICS Code of Process Involved': '221112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2023', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2018', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2002', 'NAICS Code of Process Involved': '325314'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2013', 'NAICS Code of Process Involved': '331314'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2016', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'November 2016', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2018', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,2,"[{'Date of Accident': 'June 2019', 'NAICS Code of Process Involved': '322121'}, {'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'May 2021', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2005', 'NAICS Code of Process Involved': '332919'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 1999', 'NAICS Code of Process Involved': '334412'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2009', 'NAICS Code of Process Involved': '31151'}, {'Date of Accident': 'March 2009', 'NAICS Code of Process Involved': '31151'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2008', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2023', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2008', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2012', 'NAICS Code of Process Involved': '311511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '326291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2021', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2016', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2004', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'July 2003', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,2,"[{'Date of Accident': 'June 1999', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'June 1997', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,2,"[{'Date of Accident': 'March 2024', 'NAICS Code of Process Involved': '311412'}, {'Date of Accident': 'September 2023', 'NAICS Code of Process Involved': '311412'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2013', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2003', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2007', 'NAICS Code of Process Involved': '332912'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2007', 'NAICS Code of Process Involved': '32615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2013', 'NAICS Code of Process Involved': '562211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2017', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2003', 'NAICS Code of Process Involved': '331112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2021', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2024', 'NAICS Code of Process Involved': '32513'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2019', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '33636'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2022', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2015', 'NAICS Code of Process Involved': '311512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2019', 'NAICS Code of Process Involved': '311412'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2014', 'NAICS Code of Process Involved': '31141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 1998', 'NAICS Code of Process Involved': '331112'}]"
1E+11,Yes,2,"[{'Date of Accident': 'March 2010', 'NAICS Code of Process Involved': '325998'}, {'Date of Accident': 'October 2007', 'NAICS Code of Process Involved': '325998'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2019', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,5,"[{'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '327212'}, {'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '327212'}, {'Date of Accident': 'June 2020', 'NAICS Code of Process Involved': '327212'}, {'Date of Accident': 'September 2017', 'NAICS Code of Process Involved': '327212'}, {'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '327212'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2000', 'NAICS Code of Process Involved': '31151'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2006', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,6,"[{'Date of Accident': 'October 2020', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'February 2018', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'August 2014', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'May 2014', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'March 2014', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2020', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '32599'}]"
1E+11,Yes,10,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'July 2018', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'October 2017', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'September 2017', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'June 2017', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'April 2017', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'February 2016', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'September 2015', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'July 2015', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2002', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '11511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2006', 'NAICS Code of Process Involved': '42491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2001', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2004', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'September 2003', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '31161'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 1998', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2000', 'NAICS Code of Process Involved': '331314'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2010', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2018', 'NAICS Code of Process Involved': '32519'}]"
1E+11,Yes,2,"[{'Date of Accident': 'November 2014', 'NAICS Code of Process Involved': '48422'}, {'Date of Accident': 'August 2014', 'NAICS Code of Process Involved': '48422'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2015', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 1998', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2007', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2020', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 1994', 'NAICS Code of Process Involved': '211112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 1998', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2022', 'NAICS Code of Process Involved': '311412'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2024', 'NAICS Code of Process Involved': '32411'}, {'Date of Accident': 'May 2023', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 1998', 'NAICS Code of Process Involved': '42291'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2020', 'NAICS Code of Process Involved': '325311'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2021', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,4,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '311612'}, {'Date of Accident': 'November 2021', 'NAICS Code of Process Involved': '311612'}, {'Date of Accident': 'July 2021', 'NAICS Code of Process Involved': '311612'}, {'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 1997', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2002', 'NAICS Code of Process Involved': '42251'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2007', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2015', 'NAICS Code of Process Involved': '211112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2009', 'NAICS Code of Process Involved': '211112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2017', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2011', 'NAICS Code of Process Involved': '311511'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2019', 'NAICS Code of Process Involved': '311411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 1997', 'NAICS Code of Process Involved': '31171'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2015', 'NAICS Code of Process Involved': '311411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2023', 'NAICS Code of Process Involved': '31141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2020', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,3,"[{'Date of Accident': 'January 2020', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'June 2013', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'August 2009', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'February 2010', 'NAICS Code of Process Involved': '42469'}]"
1E+11,Yes,3,"[{'Date of Accident': 'February 2004', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'October 2000', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'June 2000', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,4,"[{'Date of Accident': 'February 1998', 'NAICS Code of Process Involved': '325181'}, {'Date of Accident': 'October 1997', 'NAICS Code of Process Involved': '325181'}, {'Date of Accident': 'July 1996', 'NAICS Code of Process Involved': '325181'}, {'Date of Accident': 'March 1996', 'NAICS Code of Process Involved': '325181'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2014', 'NAICS Code of Process Involved': '31141'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2019', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2022', 'NAICS Code of Process Involved': '32599'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2024', 'NAICS Code of Process Involved': '339999'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2002', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2016', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2018', 'NAICS Code of Process Involved': '332111'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2016', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2001', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 1994', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'November 2009', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,2,"[{'Date of Accident': 'July 2023', 'NAICS Code of Process Involved': '32512'}, {'Date of Accident': 'December 2019', 'NAICS Code of Process Involved': '32512'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 1999', 'NAICS Code of Process Involved': '33122'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2019', 'NAICS Code of Process Involved': '311615'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '32541'}]"
1E+11,Yes,2,"[{'Date of Accident': 'December 1997', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'April 1997', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,13,"[{'Date of Accident': 'March 2020', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'March 2020', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'February 2020', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'July 2019', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'February 2019', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'October 2018', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'June 2017', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'June 2017', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'November 2016', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'June 2015', 'NAICS Code of Process Involved': '325211'}, {'Date of Accident': 'June 2015', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2014', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2002', 'NAICS Code of Process Involved': '32599'}, {'Date of Accident': 'May 2000', 'NAICS Code of Process Involved': '32599'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2000', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 1998', 'NAICS Code of Process Involved': '331111'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2007', 'NAICS Code of Process Involved': '32211'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2017', 'NAICS Code of Process Involved': '33111'}, {'Date of Accident': 'February 2016', 'NAICS Code of Process Involved': '33111'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 1997', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2000', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2019', 'NAICS Code of Process Involved': '32411'}]"
1E+11,Yes,2,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '333314'}, {'Date of Accident': 'September 2016', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'June 2007', 'NAICS Code of Process Involved': '311941'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2008', 'NAICS Code of Process Involved': '213112'}]"
1E+11,Yes,2,"[{'Date of Accident': 'April 2019', 'NAICS Code of Process Involved': '49312'}, {'Date of Accident': 'August 2016', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 1999', 'NAICS Code of Process Involved': '331111'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '31199'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2004', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2016', 'NAICS Code of Process Involved': '311513'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2018', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,1,"[{'Date of Accident': 'March 2023', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2021', 'NAICS Code of Process Involved': '21111'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '21113'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2022', 'NAICS Code of Process Involved': '22131'}, {'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'December 1998', 'NAICS Code of Process Involved': '49312'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2013', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2002', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'September 2016', 'NAICS Code of Process Involved': '42471'}]"
1E+11,Yes,1,"[{'Date of Accident': 'October 2007', 'NAICS Code of Process Involved': '31212'}]"
1E+11,Yes,2,"[{'Date of Accident': 'June 2010', 'NAICS Code of Process Involved': '221112'}, {'Date of Accident': 'April 2010', 'NAICS Code of Process Involved': '221112'}]"
1E+11,Yes,1,"[{'Date of Accident': 'August 2011', 'NAICS Code of Process Involved': '331491'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2020', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2015', 'NAICS Code of Process Involved': '31311'}]"
1E+11,Yes,2,"[{'Date of Accident': 'October 2007', 'NAICS Code of Process Involved': '22132'}, {'Date of Accident': 'February 2004', 'NAICS Code of Process Involved': '22132'}]"
1E+11,Yes,1,"[{'Date of Accident': 'April 2023', 'NAICS Code of Process Involved': '325199'}]"
1E+11,Yes,2,"[{'Date of Accident': 'May 2021', 'NAICS Code of Process Involved': '311612'}, {'Date of Accident': 'March 2018', 'NAICS Code of Process Involved': '311612'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '311991'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 2019', 'NAICS Code of Process Involved': '32518'}]"
1E+11,Yes,1,"[{'Date of Accident': 'May 1995', 'NAICS Code of Process Involved': '22131'}]"
1E+11,Yes,1,"[{'Date of Accident': 'July 2006', 'NAICS Code of Process Involved': '325211'}]"
1E+11,Yes,1,"[{'Date of Accident': 'January 2024', 'NAICS Code of Process Involved': '42469'}]"
