EPA Facility ID,Has Accident,Accident Count,Accident History ID,Date of Accident,Time Accident Began,NAICS Code of Process Involved,NAICS Description,Release Duration (Hours),Release Duration (Minutes),Gas Release,Liquid Spill/Evaporation,Fire,Explosion,Uncontrolled/Runaway Reaction,Storage Vessel,Piping,Process Vessel,Transfer Hose,Valve,Pump,Joint,Other Release Source,Wind Speed,Wind Speed Units,Wind Direction,Temperature,Atmospheric Stability Class,Precipitation Present,Unknown Weather Conditions,Employee/Contractor Deaths,Public Responder Deaths,Public Deaths,Employee/Contractor Injuries,Public Responder Injuries,Public Injuries,On-Site Property Damage ($),Off-Site Deaths,Off-Site Hospitalizations,Off-Site Public Deaths,Off-Site Other Medical Treatments,Evacuated,Sheltered-in-Place,Off-Site Property Damage ($),Fish or Animal Kills,"Tree, Lawn, Shrub, or Crop Damage",Water Contamination,Soil Contamination,Other Environmental Damage,Initiating Event,Contributing - Equipment Failure,Contributing - Human Error,Contributing - Improper Procedures,Contributing - Overpressurization,Contributing - Upset Condition,Contributing - By-Pass Condition,Contributing - Maintenance Activity/Inactivity,Contributing - Process Design Failure,Contributing - Unsuitable Equipment,Contributing - Unusual Weather Condition,Contributing - Management Error,Contributing - Other,Off-Site Responders Notified,Change - Improved/Upgraded Equipment,Change - Revised Maintenance,Change - Revised Training,Change - Revised Operating Procedures,Change - New Process Controls,Change - New Mitigation Systems,Change - Revised Emergency Response Plan,Change - Changed Process,Change - Reduced Inventory,Change - None,Change - Other,Quantity Released (lbs),Percent Weight,Chemical Name,CAS Number,Flammable/Toxic
100000163244,Yes,1,1,Aug-96,16:50,211112,Natural Gas Liquid Extraction,000,30,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,S,98,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8000,,Flammable Mixture,00-11-1,Flammable
100000171253,Yes,1,1,Aug-18,4:00,21113,Natural Gas Extraction,001,00,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,Yes,N/A,0,0,0,0,0,0,25000,0,0,0,0,0,0,25000,N/A,N/A,N/A,N/A,N/A,Natural(Weather Conditions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lightning Strike,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Replaced damaged site glass and thief,1,,"Isobutane  [Propane, 2-methyl]",75-28-5,Flammable
100000172181,Yes,1,1,Feb-21,22:20,22131,Water Supply and Irrigation Systems,003,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Freezing weather valve froze and there,7,Miles/h,N,31,N,N/A,N/A,0,5,0,0,0,0,0,0,0,0,0,0,2,9,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Valve failed most likely due to,10,10,Chlorine,7782-50-5,Toxic
100000173082,Yes,2,1,Jun-20,14:12,49312,Refrigerated Warehousing and Storage,000,38,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric Solenoid Valve,3,Miles/h,N,99,C,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,591,99,Ammonia (anhydrous),7664-41-7,Toxic
100000173082,Yes,2,2,Apr-20,14:52,42449,Other Grocery and Related Products,001,00,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,10,Miles/h,SSE,43,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,50,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,863,99,Ammonia (anhydrous),7664-41-7,Toxic
100000174376,Yes,1,1,Aug-18,14:15,49312,Refrigerated Warehousing and Storage,000,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,11,Miles/h,SSE,96,C,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,"No, not notified",N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Retraining of Management of Change &,228,99,Ammonia (anhydrous),7664-41-7,Toxic
100000175464,Yes,1,1,Apr-20,17:30,22131,Water Supply and Irrigation Systems,003,00,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Miles/h,SE,76,N,N/A,N/A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300,100,Chlorine,7782-50-5,Toxic
100000176953,Yes,1,1,Jan-18,14:24,325211,Plastics Material and Resin,000,01,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Sample point,11,Miles/h,SW,58,C,Yes,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Improper use of process equipment,,N/A,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,4,,Flammable Mixture,00-11-1,Flammable
100000181714,Yes,1,1,Jan-17,15:30,11511,Support Activities for Crop Production,001,00,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,none,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000,80,Ammonia (anhydrous),7664-41-7,Toxic
100000181732,Yes,1,1,Jun-00,15:05,49312,Refrigerated Warehousing and Storage,003,10,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,0,0,0,550000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,"During construction of facility, lit",,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Designated Smoking Areas,2000,,Ammonia (anhydrous),7664-41-7,Toxic
100000189529,Yes,6,1,Apr-20,2:00,31161,Animal Slaughtering and Processing,008,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Evap air unit,5,Miles/h,S,75,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,Ammonia (anhydrous),7664-41-7,Toxic
100000189529,Yes,6,2,Apr-19,1:30,31161,Animal Slaughtering and Processing,000,50,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Compressor,5,Miles/h,N,65,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gasket leak,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,Ammonia (anhydrous),7664-41-7,Toxic
100000189529,Yes,6,3,Jan-19,11:00,31161,Animal Slaughtering and Processing,000,09,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oil filter canister,5,Miles/h,NE,75,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gasket failure,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,Ammonia (anhydrous),7664-41-7,Toxic
100000189529,Yes,6,4,Apr-17,13:00,31161,Animal Slaughtering and Processing,003,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COOLING CONDENSER,8,Miles/h,S,78,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,0,Ammonia (anhydrous),7664-41-7,Toxic
100000189529,Yes,6,5,Feb-15,11:45,31161,Animal Slaughtering and Processing,006,15,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,COOLING CONDENSER,10,Miles/h,NW,60,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1715,3,Ammonia (anhydrous),7664-41-7,Toxic
100000189529,Yes,6,6,Oct-14,4:00,31161,Animal Slaughtering and Processing,000,45,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EV-18 AIR UNIT,0.1,Miles/h,N/A,65,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000189538,Yes,1,1,Feb-23,16:40,49312,Refrigerated Warehousing and Storage,022,45,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,15,Miles/h,NW,51,D,N/A,N/A,0,0,0,0,0,0,1000000,0,0,0,0,0,3054,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,24000,100,Ammonia (anhydrous),7664-41-7,Toxic
100000189707,Yes,1,1,Mar-23,10:30,22131,Water Supply and Irrigation Systems,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Regulator,10,Miles/h,SSE,77,C,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
100000194443,Yes,1,1,Nov-18,15:30,22131,Water Supply and Irrigation Systems,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chlorinator,5,Miles/h,S,58,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Regulating Valve Clamps Replaced,,,,,
100000199723,Yes,1,1,Mar-23,9:00,311513,Cheese Manufacturing,000,23,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,28,Miles/h,SW,48,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Additional PPE requirements,22,99,Ammonia (anhydrous),7664-41-7,Toxic
100000201042,Yes,1,1,Oct-15,4:15,49312,Refrigerated Warehousing and Storage,000,20,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,2,Miles/h,ESE,75,E,N/A,N/A,0,0,0,0,0,0,0,0,1,0,0,30,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,100,Ammonia (anhydrous),7664-41-7,Toxic
100000201364,Yes,1,1,Apr-19,23:00,32512,Industrial Gas Manufacturing,000,05,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,7,Miles/h,NW,57,D,N/A,N/A,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000201701,Yes,3,1,Nov-22,2:25,21111,Oil and Gas Extraction,003,00,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,4,Miles/h,N,30,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"From a 1"" nipple that failed due to metal","No, not notified",Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,"Evaluating removal of threaded nipples,",4996,100,Ammonia (anhydrous),7664-41-7,Toxic
100000201701,Yes,3,2,Jun-20,20:10,21111,Oil and Gas Extraction,002,22,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,15,Miles/h,SE,83,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,12,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,0,Hydrogen sulfide,6/4/7783,Toxic
100000201701,Yes,3,3,Nov-18,12:20,21111,Oil and Gas Extraction,000,03,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Heater, specifically burners",8,Miles/h,NE,65,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,no offsite impact; occurred onsite only,Equipment Failure,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,
100000201863,Yes,1,1,Feb-21,15:04,32511,Petrochemical Manufacturing,000,06,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Furnace - Tubes,11.2,Miles/h,NW,23,B,N/A,N/A,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,"No, not notified",N/A,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1,,Hydrogen,1333-74-0,Flammable
100000215288,Yes,1,1,Mar-21,10:05,21113,Natural Gas Extraction,000,35,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Compressor,16,Miles/h,N/A,70,A,N/A,N/A,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000217151,Yes,1,1,Jan-18,9:38,325211,Plastics Material and Resin,000,16,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,2,0,0,617560,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,744,,Propylene  [1-Propene],115-07-1,Flammable
100000218775,Yes,1,1,Jun-22,8:50,21113,Natural Gas Extraction,001,00,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,6,Miles/h,N,85,B,N/A,N/A,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000218784,Yes,1,1,May-23,19:30,21113,Natural Gas Extraction,001,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Distance Piece,10,Miles/h,E,81,C,N/A,N/A,0,0,0,0,0,0,500,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000219578,Yes,1,1,Apr-23,20:00,21113,Natural Gas Extraction,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,500,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,Initiating Event,Equipment Failure,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Methane,74-82-8,Flammable
100000221146,Yes,1,1,Jul-17,17:07,311512,Creamery Butter Manufacturing,005,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,9,Miles/h,SSE,100,F,N/A,N/A,0,0,0,0,0,0,1500000,0,0,0,0,77,0,1200,N/A,N/A,Yes,N/A,N/A,Equipment Failure,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Added Administrative controls for,471,100,Ammonia (anhydrous),7664-41-7,Toxic
100000225785,Yes,1,1,Apr-20,18:00,21113,Natural Gas Extraction,000,10,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gasket,17,Miles/h,W,85,N,N/A,N/A,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71755,,Flammable Mixture,00-11-1,Flammable
100000225909,Yes,3,1,Jan-18,2:20,325199,All Other Basic Organic Chemical,002,25,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,13,Miles/h,NE,30,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,Flare,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,Ethylene  [Ethene],74-85-1,Flammable
100000225909,Yes,3,2,Apr-17,16:51,325199,All Other Basic Organic Chemical,002,15,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,none,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,226,,Ethylene  [Ethene],74-85-1,Flammable
100000225909,Yes,3,3,Sep-16,18:18,325199,All Other Basic Organic Chemical,002,22,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,none,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,625,,Ethylene  [Ethene],74-85-1,Flammable
100000227097,Yes,1,1,Jun-15,20:00,32512,Industrial Gas Manufacturing,000,01,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,SE,93,N,Yes,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1,,Hydrogen,1333-74-0,Flammable
100000227248,Yes,1,1,May-17,15:00,21111,Oil and Gas Extraction,000,15,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nipple on third-stage discharge bottle of,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,,Methane,74-82-8,Flammable
100000228452,Yes,1,1,Jan-19,8:00,325998,All Other Miscellaneous Chemical,000,10,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,3,Miles/h,W,90,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000229068,Yes,1,1,Oct-19,1:55,32518,Other Basic Inorganic Chemical,000,01,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,HF/water mixture that dripped from a,9,Miles/h,NNW,55,C,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000230626,Yes,5,1,Mar-22,20:20,325199,All Other Basic Organic Chemical,000,39,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,15,Miles/h,SSE,68,N,N/A,N/A,0,0,0,3,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,39,0,"Vinyl chloride  [Ethene, chloro-]",75-01-4,Flammable
100000230626,Yes,5,2,Mar-21,15:40,325199,All Other Basic Organic Chemical,000,06,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Discipline administered,1,100,Chlorine,7782-50-5,Toxic
100000230626,Yes,5,3,Oct-19,13:49,325199,All Other Basic Organic Chemical,000,07,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N,80,N,Yes,N/A,0,0,0,1,0,0,5000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,100,Chlorine,7782-50-5,Toxic
100000230626,Yes,5,4,Jul-19,9:44,325199,All Other Basic Organic Chemical,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,3,Miles/h,SSW,90,B,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
